"match_type","match_id","team_id","inning","bowler","bowler_name","total_score","balls_bowled","runs_given","expected_runs_given","wickets","smart_wickets","dot_balls","smart_dot_balls_per_over"
"ODI","1144483",2,1,987,"D Pretorius","23.333","42","42","42.510","0","0.00","17","2.96"
"ODI","1144483",2,1,2619,"JP Duminy","11.250","12","14","9.708","0","0.00","3","1.88"
"ODI","1144483",2,1,6023,"AK Markram","19.167","18","16","14.562","0","0.00","10","4.17"
"ODI","1144483",2,1,9842,"AL Phehlukwayo","49.167","77","44","82.535","30","41.60","52","5.12"
"ODI","1144483",2,1,9930,"Imran Tahir","78.333","211","61","228.966","153","224.72","171","5.62"
"ODI","1144483",2,1,13198,"K Rabada","61.667","122","66","150.848","64","58.16","86","5.68"
"ODI","1144483",2,1,14259,"L Ngidi","94.583","310","66","361.014","253","267.68","278","7.92"
"ODI","1144483",5,2,2052,"AU Rashid","29.000","57","35","50.961","10","9.60","36","4.74"
"ODI","1144483",5,2,4336,"CR Woakes","20.417","30","24","34.200","0","0.00","20","4.00"
"ODI","1144483",5,2,4852,"JC Archer","97.083","254","27","279.115","215","351.48","241","5.88"
"ODI","1144483",5,2,8865,"LE Plunkett","73.500","196","37","172.228","156","218.40","174","6.66"
"ODI","1144483",5,2,10779,"MM Ali","60.333","145","63","123.365","86","113.60","113","5.84"
"ODI","1144483",5,2,12885,"BA Stokes","54.667","64","12","69.888","49","30.60","58","6.80"
"ODI","1144484",6,2,2341,"Hasan Ali","27.143","24","39","29.278","0","0.00","11","2.94"
"ODI","1144484",6,2,10298,"Wahab Riaz","14.286","22","40","26.185","0","0.00","11","3.14"
"ODI","1144484",6,2,12934,"Mohammad Amir","97.143","223","26","246.543","190","318.24","209","6.74"
"ODI","1144484",8,1,871,"JO Holder","39.286","48","42","51.576","21","20.20","33","4.97"
"ODI","1144484",8,1,9276,"SS Cottrell","53.571","36","18","44.548","13","21.84","29","4.83"
"ODI","1144484",8,1,10809,"AD Russell","77.143","39","4","46.956","23","38.64","35","5.38"
"ODI","1144484",8,1,11398,"O Thomas","85.714","92","27","97.727","62","73.16","79","6.44"
"ODI","1144484",8,1,13041,"CR Brathwaite","25.714","24","14","26.430","0","0.00","14","4.13"
"ODI","1144485",4,2,851,"NLTC Perera","29.000","18","25","43.980","0","0.00","6","2.25"
"ODI","1144485",4,2,2660,"RAS Lakmal","53.500","24","28","66.100","0","0.00","12","3.00"
"ODI","1144485",4,2,8743,"BMAJ Mendis","19.000","7","11","16.401","0","0.00","2","2.14"
"ODI","1144485",4,2,9229,"SL Malinga","41.500","30","46","82.200","0","0.00","9","1.85"
"ODI","1144485",4,2,9897,"I Udana","36.000","18","24","43.980","0","0.00","6","2.25"
"ODI","1144485",45,1,2685,"LH Ferguson","77.000","87","22","187.467","52","42.52","76","6.55"
"ODI","1144485",45,1,8367,"JDS Neesham","47.000","27","21","57.183","10","7.60","16","4.44"
"ODI","1144485",45,1,8515,"C de Grandhomme","96.000","71","14","166.353","60","84.00","64","6.76"
"ODI","1144485",45,1,9640,"TA Boult","47.000","56","44","140.384","3","1.80","36","4.34"
"ODI","1144485",45,1,13115,"MJ Santner","66.500","53","5","101.250","42","42.40","49","6.93"
"ODI","1144485",45,1,13311,"MJ Henry","88.000","85","29","223.471","46","76.32","72","5.24"
"ODI","1144486",3,2,532,"Hamid Hassan","49.500","36","15","42.990","0","0.00","28","5.00"
"ODI","1144486",3,2,1778,"Dawlat Zadran","15.500","30","32","36.896","0","0.00","17","3.65"
"ODI","1144486",3,2,5410,"Rashid Khan","35.000","62","52","61.038","15","20.60","31","3.75"
"ODI","1144486",3,2,5603,"Mohammad Nabi","24.500","36","32","40.609","0","0.00","18","3.75"
"ODI","1144486",3,2,7198,"Mujeeb Ur Rahman","87.000","152","45","144.048","124","166.80","132","6.47"
"ODI","1144486",3,2,9126,"Gulbadin Naib","95.000","140","32","163.071","111","154.60","126","6.70"
"ODI","1144486",7,1,1186,"A Zampa","83.000","139","60","161.475","94","93.00","110","5.94"
"ODI","1144486",7,1,3597,"MA Starc","35.500","42","31","50.284","1","1.68","30","4.86"
"ODI","1144486",7,1,4906,"NM Coulter-Nile","25.500","48","36","53.536","0","0.00","33","4.88"
"ODI","1144486",7,1,12473,"MP Stoinis","67.500","67","37","71.969","27","29.80","55","6.04"
"ODI","1144486",7,1,12794,"PJ Cummins","60.500","77","40","91.882","30","24.88","63","5.69"
"ODI","1144487",5,2,600,"Mustafizur Rahman","100.000","331","67","444.120","274","302.68","301","7.40"
"ODI","1144487",5,2,7210,"Shakib Al Hasan","65.333","110","50","115.180","51","71.00","71","4.88"
"ODI","1144487",5,2,7863,"Mosaddek Hossain","31.917","36","38","33.036","0","0.00","11","2.29"
"ODI","1144487",5,2,10330,"Mohammad Saifuddin","54.250","79","57","97.590","33","39.48","48","4.73"
"ODI","1144487",5,2,11367,"Mehedi Hasan Miraz","86.000","200","44","185.760","141","195.40","167","6.15"
"ODI","1144487",5,2,12939,"Mashrafe Mortaza","22.083","36","49","36.558","0","0.00","6","1.25"
"ODI","1144487",9,1,2619,"JP Duminy","21.250","6","10","5.148","0","0.00","2","2.50"
"ODI","1144487",9,1,6023,"AK Markram","28.750","30","38","30.120","0","0.00","10","2.50"
"ODI","1144487",9,1,9842,"AL Phehlukwayo","80.000","122","52","142.487","64","80.08","90","5.64"
"ODI","1144487",9,1,9930,"Imran Tahir","86.667","147","57","162.006","89","113.80","112","5.77"
"ODI","1144487",9,1,13198,"K Rabada","45.000","60","57","75.650","0","0.00","36","4.05"
"ODI","1144487",9,1,14259,"L Ngidi","34.167","24","34","29.040","0","0.00","12","3.00"
"ODI","1144487",9,1,14460,"CH Morris","52.083","81","73","94.472","23","33.36","44","4.28"
"ODI","1144488",2,2,2341,"Hasan Ali","20.000","60","66","70.887","0","0.00","20","2.60"
"ODI","1144488",2,2,5713,"Shoaib Malik","64.364","74","10","68.326","57","77.40","67","6.79"
"ODI","1144488",2,2,8873,"Mohammad Hafeez","78.818","135","43","148.617","94","150.72","109","6.06"
"ODI","1144488",2,2,9042,"Shadab Khan","56.727","114","63","134.195","56","86.32","78","4.62"
"ODI","1144488",2,2,10298,"Wahab Riaz","98.182","225","82","322.120","168","193.36","185","6.48"
"ODI","1144488",2,2,12934,"Mohammad Amir","85.545","212","67","279.460","154","149.44","177","7.27"
"ODI","1144488",8,1,2052,"AU Rashid","12.273","30","43","28.055","0","0.00","9","2.25"
"ODI","1144488",8,1,4336,"CR Woakes","43.364","74","71","110.028","29","21.92","45","4.91"
"ODI","1144488",8,1,4852,"JC Archer","22.182","60","79","80.362","0","0.00","25","2.93"
"ODI","1144488",8,1,8104,"MA Wood","56.455","82","53","100.248","24","24.96","50","5.03"
"ODI","1144488",8,1,10779,"MM Ali","61.364","99","50","102.983","42","62.16","63","4.71"
"ODI","1144488",8,1,12885,"BA Stokes","26.182","42","43","44.514","0","0.00","15","2.71"
"ODI","1144490",1,2,9178,"T Shamsi","16.500","54","54","41.076","0","0.00","25","3.56"
"ODI","1144490",1,2,9842,"AL Phehlukwayo","69.000","310","40","257.008","260","356.80","289","7.02"
"ODI","1144490",1,2,9930,"Imran Tahir","22.000","60","58","46.164","0","0.00","20","2.43"
"ODI","1144490",1,2,13198,"K Rabada","92.000","402","39","335.061","344","539.96","382","6.26"
"ODI","1144490",1,2,14460,"CH Morris","75.500","295","36","329.072","236","235.52","278","8.18"
"ODI","1144490",5,1,2615,"B Kumar","53.000","125","44","135.668","67","40.48","98","6.49"
"ODI","1144490",5,1,3981,"JJ Bumrah","72.500","214","35","197.114","156","262.08","195","5.66"
"ODI","1144490",5,1,4983,"YS Chahal","85.000","367","51","311.213","311","415.80","339","6.95"
"ODI","1144490",5,1,8075,"Kuldeep Yadav","46.000","145","46","102.787","86","113.60","113","5.90"
"ODI","1144490",5,1,8823,"KM Jadhav","26.500","24","16","15.696","0","0.00","13","4.06"
"ODI","1144490",5,1,12611,"HH Pandya","19.000","36","31","29.838","0","0.00","16","3.38"
"ODI","1144491",4,2,600,"Mustafizur Rahman","11.818","43","48","40.746","0","0.00","19","3.38"
"ODI","1144491",4,2,7210,"Shakib Al Hasan","67.455","121","47","112.828","63","105.36","92","4.83"
"ODI","1144491",4,2,7863,"Mosaddek Hossain","95.455","153","33","137.526","107","131.40","132","6.74"
"ODI","1144491",4,2,10330,"Mohammad Saifuddin","46.636","79","41","76.962","39","28.64","56","6.17"
"ODI","1144491",4,2,11367,"Mehedi Hasan Miraz","87.818","178","47","134.805","120","164.80","155","6.42"
"ODI","1144491",4,2,12939,"Mashrafe Mortaza","18.091","30","32","28.661","0","0.00","16","3.75"
"ODI","1144491",9,1,2685,"LH Ferguson","60.636","86","40","79.739","27","45.36","61","5.46"
"ODI","1144491",9,1,8367,"JDS Neesham","8.182","12","24","10.047","0","0.00","2","1.25"
"ODI","1144491",9,1,8515,"C de Grandhomme","76.364","133","39","97.014","86","109.60","110","6.20"
"ODI","1144491",9,1,9640,"TA Boult","40.273","79","44","84.280","21","16.16","51","4.97"
"ODI","1144491",9,1,13115,"MJ Santner","33.545","81","41","65.571","22","20.16","53","5.43"
"ODI","1144491",9,1,13311,"MJ Henry","66.455","94","47","99.079","42","44.28","69","5.36"
"ODI","1144492",3,1,871,"JO Holder","67.909","133","28","121.122","92","116.80","120","6.77"
"ODI","1144492",3,1,4219,"AR Nurse","14.545","30","31","29.208","0","0.00","8","2.10"
"ODI","1144492",3,1,9276,"SS Cottrell","92.727","403","56","426.219","351","580.56","374","5.60"
"ODI","1144492",3,1,10809,"AD Russell","33.091","75","41","72.969","29","39.52","58","5.32"
"ODI","1144492",3,1,11398,"O Thomas","82.364","293","63","306.134","235","318.96","267","6.89"
"ODI","1144492",3,1,13041,"CR Brathwaite","56.636","151","67","186.217","94","50.56","122","7.01"
"ODI","1144492",6,2,1186,"A Zampa","62.818","130","58","118.542","71","95.80","103","5.98"
"ODI","1144492",6,2,3597,"MA Starc","93.636","395","46","434.145","340","441.56","379","6.80"
"ODI","1144492",6,2,4906,"NM Coulter-Nile","14.545","60","70","59.178","0","0.00","28","3.55"
"ODI","1144492",6,2,10490,"GJ Maxwell","22.636","36","31","29.208","0","0.00","19","3.96"
"ODI","1144492",6,2,12473,"MP Stoinis","28.455","24","18","27.408","0","0.00","14","4.88"
"ODI","1144492",6,2,12794,"PJ Cummins","55.182","104","41","101.548","46","71.64","86","5.61"
"ODI","1144494",2,1,600,"Mustafizur Rahman","54.818","110","75","172.608","57","61.92","75","5.96"
"ODI","1144494",2,1,7210,"Shakib Al Hasan","21.273","60","71","82.404","0","0.00","28","3.10"
"ODI","1144494",2,1,7863,"Mosaddek Hossain","8.182","12","24","16.260","0","0.00","1","0.63"
"ODI","1144494",2,1,10330,"Mohammad Saifuddin","96.364","203","78","322.543","151","169.68","167","7.08"
"ODI","1144494",2,1,11367,"Mehedi Hasan Miraz","84.182","182","67","272.811","124","142.08","144","6.72"
"ODI","1144494",2,1,12939,"Mashrafe Mortaza","62.000","118","68","150.358","59","82.60","82","5.08"
"ODI","1144494",9,2,2052,"AU Rashid","23.091","62","64","69.725","3","4.20","24","2.90"
"ODI","1144494",9,2,4336,"CR Woakes","11.364","48","67","66.840","0","0.00","13","1.72"
"ODI","1144494",9,2,4852,"JC Archer","64.636","97","29","146.221","47","47.12","81","6.17"
"ODI","1144494",9,2,8104,"MA Wood","59.273","95","52","120.713","49","65.52","63","5.34"
"ODI","1144494",9,2,8865,"LE Plunkett","37.091","84","36","94.376","37","43.40","53","4.73"
"ODI","1144494",9,2,12885,"BA Stokes","90.000","130","23","184.721","97","117.12","114","6.82"
"ODI","1144495",4,2,532,"Hamid Hassan","53.889","42","30","46.686","0","0.00","25","4.07"
"ODI","1144495",4,2,2397,"Aftab Alam","97.778","192","45","190.799","146","217.56","167","5.91"
"ODI","1144495",4,2,5603,"Mohammad Nabi","34.444","18","18","18.404","0","0.00","7","2.92"
"ODI","1144495",4,2,9126,"Gulbadin Naib","28.889","54","55","54.313","0","0.00","28","3.67"
"ODI","1144495",4,2,14350,"Rahmat Shah","46.667","30","21","28.536","0","0.00","18","4.50"
"ODI","1144495",7,1,2685,"LH Ferguson","79.444","133","37","126.073","82","65.96","118","6.79"
"ODI","1144495",7,1,8367,"JDS Neesham","91.111","142","31","131.508","87","112.92","127","6.71"
"ODI","1144495",7,1,8515,"C de Grandhomme","58.889","32","14","28.948","9","8.60","24","5.63"
"ODI","1144495",7,1,9640,"TA Boult","52.222","60","34","62.958","0","0.00","39","4.63"
"ODI","1144495",7,1,13311,"MJ Henry","31.667","48","50","49.866","0","0.00","28","3.88"
"ODI","1144496",1,1,1186,"A Zampa","18.636","36","50","37.614","0","0.00","6","1.29"
"ODI","1144496",1,1,3597,"MA Starc","67.000","278","74","345.126","219","305.80","240","6.43"
"ODI","1144496",1,1,4906,"NM Coulter-Nile","72.364","325","63","313.630","266","371.60","293","6.74"
"ODI","1144496",1,1,10490,"GJ Maxwell","26.727","42","45","43.104","0","0.00","14","2.54"
"ODI","1144496",1,1,12473,"MP Stoinis","100.000","536","62","869.163","496","520.96","506","8.47"
"ODI","1144496",1,1,12794,"PJ Cummins","61.636","182","55","279.156","123","117.92","156","7.31"
"ODI","1144496",3,2,2615,"B Kumar","70.091","287","50","370.414","230","290.32","258","6.72"
"ODI","1144496",3,2,3981,"JJ Bumrah","54.727","138","61","193.974","81","56.44","112","6.76"
"ODI","1144496",3,2,4983,"YS Chahal","85.455","409","62","429.579","351","443.32","370","7.34"
"ODI","1144496",3,2,8075,"Kuldeep Yadav","35.727","54","55","58.206","0","0.00","19","2.64"
"ODI","1144496",3,2,8823,"KM Jadhav","17.273","6","14","7.320","0","0.00","2","2.50"
"ODI","1144496",3,2,12611,"HH Pandya","31.273","60","68","69.039","0","0.00","24","2.93"
"ODI","1144499",3,1,2341,"Hasan Ali","55.727","105","67","134.477","46","25.60","73","5.86"
"ODI","1144499",3,1,3948,"Shaheen Shah Afridi","97.273","409","70","398.282","351","483.80","377","6.90"
"ODI","1144499",3,1,5713,"Shoaib Malik","6.818","24","26","19.950","0","0.00","11","3.44"
"ODI","1144499",3,1,8873,"Mohammad Hafeez","72.000","165","60","134.070","124","166.80","137","6.23"
"ODI","1144499",3,1,10298,"Wahab Riaz","38.545","67","44","81.047","20","10.24","42","5.17"
"ODI","1144499",3,1,12934,"Mohammad Amir","91.455","298","30","304.196","243","281.32","275","7.52"
"ODI","1144499",8,2,3597,"MA Starc","36.182","68","43","72.404","16","8.00","46","5.23"
"ODI","1144499",8,2,4906,"NM Coulter-Nile","47.455","70","53","69.584","17","28.56","39","4.11"
"ODI","1144499",8,2,10490,"GJ Maxwell","5.000","42","58","40.794","0","0.00","13","2.32"
"ODI","1144499",8,2,10634,"AJ Finch","58.727","33","13","27.132","22","29.20","25","5.68"
"ODI","1144499",8,2,12794,"PJ Cummins","75.909","89","33","88.668","32","46.96","70","5.39"
"ODI","1144499",8,2,12841,"KW Richardson","19.000","58","62","58.652","8","5.60","28","3.57"
"ODI","1144501",2,2,871,"JO Holder","57.436","31","31","43.108","0","0.00","18","4.11"
"ODI","1144501",2,2,9276,"SS Cottrell","53.333","18","17","27.683","0","0.00","12","4.00"
"ODI","1144501",2,2,10809,"AD Russell","40.897","12","14","17.786","0","0.00","7","3.88"
"ODI","1144501",2,2,11398,"O Thomas","36.026","36","43","48.440","0","0.00","17","3.17"
"ODI","1144501",2,2,12487,"ST Gabriel","82.692","137","49","175.314","97","126.32","117","6.34"
"ODI","1144501",2,2,12585,"CH Gayle","46.538","30","22","33.056","0","0.00","14","3.50"
"ODI","1144501",2,2,13041,"CR Brathwaite","25.769","30","35","33.577","0","0.00","11","2.75"
"ODI","1144501",6,1,2052,"AU Rashid","36.795","60","61","67.357","0","0.00","27","3.50"
"ODI","1144501",6,1,4336,"CR Woakes","60.513","60","16","88.877","31","50.64","53","5.30"
"ODI","1144501",6,1,4852,"JC Archer","75.641","148","30","209.777","97","115.40","132","6.81"
"ODI","1144501",6,1,8104,"MA Wood","96.154","163","18","224.763","126","144.36","154","7.17"
"ODI","1144501",6,1,8865,"LE Plunkett","91.282","193","30","253.232","164","275.52","176","6.84"
"ODI","1144501",6,1,9353,"JE Root","68.462","137","27","145.088","109","122.20","121","6.62"
"ODI","1144501",6,1,12885,"BA Stokes","27.308","24","25","26.346","0","0.00","10","3.13"
"ODI","1144502",3,1,851,"NLTC Perera","27.000","60","67","70.182","0","0.00","19","2.30"
"ODI","1144502",3,1,2436,"N Pradeep","27.000","60","88","68.653","0","0.00","26","2.93"
"ODI","1144502",3,1,7182,"DM de Silva","96.000","262","40","276.676","216","302.00","238","6.81"
"ODI","1144502",3,1,9229,"SL Malinga","77.000","183","61","220.568","124","133.44","152","7.15"
"ODI","1144502",3,1,9897,"I Udana","91.000","244","57","314.971","186","207.36","208","7.53"
"ODI","1144502",3,1,10993,"TAM Siriwardana","14.500","12","17","10.416","0","0.00","4","2.50"
"ODI","1144502",45,2,3597,"MA Starc","72.000","134","55","154.022","78","92.40","108","6.08"
"ODI","1144502",45,2,4151,"JP Behrendorff","35.000","64","59","65.110","11","14.60","32","3.61"
"ODI","1144502",45,2,10490,"GJ Maxwell","26.000","60","46","59.706","0","0.00","26","3.25"
"ODI","1144502",45,2,12794,"PJ Cummins","65.000","107","38","127.096","62","70.96","88","6.18"
"ODI","1144502",45,2,12841,"KW Richardson","52.000","102","47","113.800","51","36.08","80","6.41"
"ODI","1144505",6,1,600,"Mustafizur Rahman","89.636","243","59","388.130","192","221.00","214","6.73"
"ODI","1144505",6,1,7210,"Shakib Al Hasan","78.364","148","54","170.060","102","138.00","120","6.11"
"ODI","1144505",6,1,7863,"Mosaddek Hossain","32.273","36","36","46.560","0","0.00","14","2.92"
"ODI","1144505",6,1,10330,"Mohammad Saifuddin","98.182","273","72","450.717","216","316.16","244","6.07"
"ODI","1144505",6,1,11367,"Mehedi Hasan Miraz","40.364","54","57","77.327","0","0.00","17","2.28"
"ODI","1144505",6,1,12939,"Mashrafe Mortaza","52.545","48","37","74.106","0","0.00","30","3.97"
"ODI","1144505",9,2,871,"JO Holder","43.455","54","62","79.106","0","0.00","20","2.42"
"ODI","1144505",9,2,9276,"SS Cottrell","53.364","60","65","89.223","0","0.00","30","3.53"
"ODI","1144505",9,2,10809,"AD Russell","62.818","52","42","74.767","17","28.56","32","3.95"
"ODI","1144505",9,2,11398,"O Thomas","78.182","72","52","108.238","37","43.40","50","5.21"
"ODI","1144505",9,2,12487,"ST Gabriel","32.636","51","78","71.366","0","0.00","15","2.24"
"ODI","1144505",9,2,12585,"CH Gayle","24.545","12","22","14.729","0","0.00","2","1.25"
"ODI","1144506",2,1,1778,"Dawlat Zadran","95.909","248","85","444.792","191","210.32","213","7.42"
"ODI","1144506",2,1,5410,"Rashid Khan","31.727","54","110","68.730","0","0.00","18","2.61"
"ODI","1144506",2,1,5603,"Mohammad Nabi","40.273","54","70","63.156","0","0.00","19","2.69"
"ODI","1144506",2,1,7198,"Mujeeb Ur Rahman","52.909","60","44","85.535","0","0.00","36","4.03"
"ODI","1144506",2,1,9126,"Gulbadin Naib","91.000","236","68","355.366","179","212.20","205","7.28"
"ODI","1144506",2,1,14350,"Rahmat Shah","26.364","12","19","15.480","0","0.00","3","1.88"
"ODI","1144506",7,2,2052,"AU Rashid","74.636","121","66","150.813","64","68.76","91","6.27"
"ODI","1144506",7,2,4336,"CR Woakes","51.182","54","41","80.024","0","0.00","30","3.69"
"ODI","1144506",7,2,4852,"JC Archer","83.182","136","52","235.731","79","55.36","114","7.01"
"ODI","1144506",7,2,8104,"MA Wood","64.727","85","40","121.838","27","28.40","62","5.93"
"ODI","1144506",7,2,10779,"MM Ali","33.636","42","35","51.084","0","0.00","19","3.39"
"ODI","1144506",7,2,12885,"BA Stokes","41.727","24","12","27.864","0","0.00","13","4.06"
"ODI","1144507",4,2,9842,"AL Phehlukwayo","40.000","92","73","80.404","42","70.56","58","4.73"
"ODI","1144507",4,2,9930,"Imran Tahir","10.000","60","33","46.104","0","0.00","34","4.25"
"ODI","1144507",4,2,13198,"K Rabada","34.444","80","42","74.469","21","34.80","59","4.89"
"ODI","1144507",4,2,14259,"L Ngidi","47.222","88","47","90.717","29","23.84","63","5.64"
"ODI","1144507",4,2,14460,"CH Morris","83.889","185","49","149.779","128","164.40","159","6.46"
"ODI","1144507",5,1,2685,"LH Ferguson","100.000","345","59","308.291","288","385.36","317","7.56"
"ODI","1144507",5,1,8515,"C de Grandhomme","62.222","110","33","78.244","51","71.00","86","5.86"
"ODI","1144507",5,1,9640,"TA Boult","82.222","182","63","170.787","123","206.64","152","5.14"
"ODI","1144507",5,1,13115,"MJ Santner","31.111","86","45","62.542","33","46.20","54","4.73"
"ODI","1144507",5,1,13311,"MJ Henry","15.556","60","34","56.598","0","0.00","42","4.83"
"ODI","1144508",3,1,600,"Mustafizur Rahman","90.545","177","69","299.696","124","133.44","145","7.07"
"ODI","1144508",3,1,4418,"Soumya Sarkar","98.182","372","58","460.520","327","396.20","341","7.76"
"ODI","1144508",3,1,7210,"Shakib Al Hasan","22.727","36","50","43.152","0","0.00","12","2.46"
"ODI","1144508",3,1,11367,"Mehedi Hasan Miraz","38.909","60","59","65.144","0","0.00","22","2.75"
"ODI","1144508",3,1,12939,"Mashrafe Mortaza","46.091","48","56","63.306","0","0.00","22","2.84"
"ODI","1144508",3,1,14085,"Rubel Hossain","30.364","54","83","78.094","0","0.00","16","2.28"
"ODI","1144508",9,2,1186,"A Zampa","48.000","71","68","78.468","18","25.20","38","4.06"
"ODI","1144508",9,2,3597,"MA Starc","72.364","100","55","131.152","42","49.16","65","4.97"
"ODI","1144508",9,2,4906,"NM Coulter-Nile","64.727","88","58","126.927","30","26.24","52","4.81"
"ODI","1144508",9,2,10490,"GJ Maxwell","22.273","18","25","23.238","0","0.00","5","1.92"
"ODI","1144508",9,2,12473,"MP Stoinis","85.455","149","54","199.428","103","118.40","114","5.96"
"ODI","1144508",9,2,12794,"PJ Cummins","42.182","60","65","79.443","0","0.00","28","3.08"
"ODI","1144509",2,2,851,"NLTC Perera","28.167","48","34","35.100","0","0.00","23","3.59"
"ODI","1144509",2,2,2436,"N Pradeep","45.083","71","38","62.090","12","5.76","51","5.18"
"ODI","1144509",2,2,7182,"DM de Silva","88.083","171","32","135.582","126","120.52","147","6.95"
"ODI","1144509",2,2,8743,"BMAJ Mendis","16.250","18","23","10.854","0","0.00","5","2.08"
"ODI","1144509",2,2,9229,"SL Malinga","95.833","275","43","193.582","219","317.24","254","6.51"
"ODI","1144509",2,2,9897,"I Udana","81.583","169","41","129.914","123","141.76","149","6.94"
"ODI","1144509",45,1,2052,"AU Rashid","57.083","83","45","53.847","25","32.60","50","4.52"
"ODI","1144509",45,1,4336,"CR Woakes","52.500","47","22","39.997","18","30.24","34","4.34"
"ODI","1144509",45,1,4852,"JC Archer","82.500","122","52","118.699","65","60.32","100","6.59"
"ODI","1144509",45,1,8104,"MA Wood","62.500","91","40","87.020","46","29.36","66","6.23"
"ODI","1144509",45,1,9353,"JE Root","16.667","12","13","9.768","0","0.00","3","2.00"
"ODI","1144509",45,1,10779,"MM Ali","25.417","60","40","40.161","0","0.00","28","3.50"
"ODI","1144509",45,1,12885,"BA Stokes","35.833","30","16","22.620","0","0.00","20","5.00"
"ODI","1144510",1,1,2397,"Aftab Alam","67.500","164","54","164.852","123","117.92","141","7.50"
"ODI","1144510",1,1,5410,"Rashid Khan","80.000","295","38","229.828","236","235.52","271","8.16"
"ODI","1144510",1,1,5603,"Mohammad Nabi","80.000","437","33","276.670","385","564.40","406","6.97"
"ODI","1144510",1,1,7198,"Mujeeb Ur Rahman","88.000","325","26","264.989","266","445.92","303","5.72"
"ODI","1144510",1,1,9126,"Gulbadin Naib","59.500","167","51","164.286","115","95.52","133","7.00"
"ODI","1144510",1,1,14350,"Rahmat Shah","33.000","79","22","46.560","50","65.60","65","6.17"
"ODI","1144510",7,2,3981,"JJ Bumrah","26.500","90","39","64.932","32","44.80","67","5.43"
"ODI","1144510",7,2,4983,"YS Chahal","49.000","130","36","112.168","72","49.20","111","7.14"
"ODI","1144510",7,2,8064,"Mohammed Shami","57.000","118","40","113.151","63","53.76","97","6.71"
"ODI","1144510",7,2,8075,"Kuldeep Yadav","0.000","60","39","40.872","0","0.00","30","3.75"
"ODI","1144510",7,2,12611,"HH Pandya","13.500","85","51","62.019","27","26.12","57","5.31"
"ODI","1144511",4,1,871,"JO Holder","24.583","42","42","42.304","0","0.00","17","2.93"
"ODI","1144511",4,1,4219,"AR Nurse","17.500","54","55","47.214","0","0.00","13","1.92"
"ODI","1144511",4,1,6907,"KAJ Roach","39.583","60","38","59.022","0","0.00","41","4.53"
"ODI","1144511",4,1,9276,"SS Cottrell","98.333","239","56","283.633","183","237.20","209","6.87"
"ODI","1144511",4,1,11398,"O Thomas","31.667","36","30","31.788","0","0.00","20","4.17"
"ODI","1144511",4,1,12585,"CH Gayle","75.833","94","8","71.915","83","112.20","87","6.94"
"ODI","1144511",4,1,13041,"CR Brathwaite","61.667","84","58","106.014","50","35.52","56","5.91"
"ODI","1144511",6,2,2685,"LH Ferguson","67.000","172","59","144.153","115","125.08","147","6.51"
"ODI","1144511",6,2,8367,"JDS Neesham","50.083","55","35","63.330","20","16.00","40","6.27"
"ODI","1144511",6,2,8515,"C de Grandhomme","90.833","187","22","141.559","164","229.60","178","7.14"
"ODI","1144511",6,2,9640,"TA Boult","81.000","175","30","173.786","119","183.96","157","5.90"
"ODI","1144511",6,2,13115,"MJ Santner","22.083","60","61","53.574","0","0.00","32","4.05"
"ODI","1144511",6,2,13311,"MJ Henry","27.750","61","76","66.665","8","4.80","36","4.06"
"ODI","1144512",5,2,3948,"Shaheen Shah Afridi","85.091","184","54","199.288","137","143.20","159","7.52"
"ODI","1144512",5,2,8873,"Mohammad Hafeez","23.545","12","11","14.677","0","0.00","4","2.00"
"ODI","1144512",5,2,8985,"Imad Wasim","18.636","60","48","52.428","0","0.00","26","3.18"
"ODI","1144512",5,2,9042,"Shadab Khan","94.545","254","50","243.735","197","275.00","220","6.51"
"ODI","1144512",5,2,10298,"Wahab Riaz","73.455","147","46","175.109","90","52.48","116","6.92"
"ODI","1144512",5,2,12934,"Mohammad Amir","79.273","232","49","217.161","174","250.84","204","6.30"
"ODI","1144512",8,1,6023,"AK Markram","51.545","45","22","36.846","22","29.20","31","5.17"
"ODI","1144512",8,1,9842,"AL Phehlukwayo","36.636","64","49","66.067","17","19.04","40","5.16"
"ODI","1144512",8,1,9930,"Imran Tahir","66.364","83","41","78.404","25","38.36","56","5.08"
"ODI","1144512",8,1,13198,"K Rabada","22.636","60","65","66.709","0","0.00","30","3.28"
"ODI","1144512",8,1,14259,"L Ngidi","58.273","81","64","101.985","30","23.68","53","5.31"
"ODI","1144512",8,1,14460,"CH Morris","15.000","55","61","58.511","0","0.00","24","3.19"
"ODI","1144513",7,2,600,"Mustafizur Rahman","90.909","115","32","110.377","69","38.56","98","7.20"
"ODI","1144513",7,2,7210,"Shakib Al Hasan","86.909","146","29","112.579","91","110.88","126","6.72"
"ODI","1144513",7,2,7863,"Mosaddek Hossain","45.273","50","25","38.562","15","21.00","35","5.25"
"ODI","1144513",7,2,10330,"Mohammad Saifuddin","50.636","64","33","62.722","17","8.48","39","4.85"
"ODI","1144513",7,2,11367,"Mehedi Hasan Miraz","23.545","48","37","39.252","0","0.00","24","3.75"
"ODI","1144513",7,2,12939,"Mashrafe Mortaza","15.455","42","37","38.924","0","0.00","23","3.46"
"ODI","1144513",9,1,1778,"Dawlat Zadran","62.455","90","64","96.029","37","34.72","59","5.47"
"ODI","1144513",9,1,5410,"Rashid Khan","25.364","60","52","55.632","0","0.00","27","3.55"
