"match_type","match_id","team_id","inning","bowler","bowler_name","total_score","balls_bowled","runs_given","expected_runs_given","wickets","smart_wickets","dot_balls","smart_dot_balls_per_over"
"ODI","1384397",80,2,13115,"MJ Santner","92.917","106","59","107.966","51","57.80","76","5.43"
"ODI","1384397",80,2,13311,"MJ Henry","76.417","71","40","82.646","23","22.40","49","5.09"
"ODI","1384398",2,1,600,"Mustafizur Rahman","12.182","60","70","72.072","0","0.00","26","2.95"
"ODI","1384398",2,1,7210,"Shakib Al Hasan","58.000","118","52","136.001","59","82.60","83","5.22"
"ODI","1384398",2,1,9026,"Mahedi Hasan","80.545","138","71","201.972","94","85.36","107","6.76"
"ODI","1384398",2,1,10778,"Shoriful Islam","98.182","252","75","326.473","195","241.80","217","6.89"
"ODI","1384398",2,1,11367,"Mehedi Hasan Miraz","4.545","36","55","36.900","0","0.00","10","2.08"
"ODI","1384398",2,1,13707,"Taskin Ahmed","67.455","73","38","111.626","38","21.76","56","6.41"
"ODI","1384398",9,2,2052,"AU Rashid","16.364","63","42","69.984","4","2.24","34","4.33"
"ODI","1384398",9,2,4336,"CR Woakes","58.727","79","49","91.850","33","42.24","55","4.65"
"ODI","1384398",9,2,4593,"LS Livingstone","50.636","25","13","31.950","8","9.60","18","5.82"
"ODI","1384398",9,2,8104,"MA Wood","40.727","65","29","85.326","6","2.88","43","5.28"
"ODI","1384398",9,2,8113,"RJW Topley","88.182","200","43","241.326","144","210.20","175","5.63"
"ODI","1384398",9,2,13378,"SM Curran","28.545","50","47","69.475","7","3.36","21","3.57"
"ODI","1384399",8,2,3616,"MD Shanaka","33.750","30","28","36.150","0","0.00","10","2.15"
"ODI","1384399",8,2,5704,"M Pathirana","52.083","60","90","82.466","7","9.80","20","2.50"
"ODI","1384399",8,2,6576,"KIC Asalanka","15.000","6","10","5.718","0","0.00","1","1.25"
"ODI","1384399",8,2,6592,"DN Wellalage","37.917","60","62","68.064","0","0.00","24","3.05"
"ODI","1384399",8,2,7182,"DM de Silva","22.500","24","36","26.310","0","0.00","7","2.19"
"ODI","1384399",8,2,12770,"D Madushanka","91.667","84","60","116.426","30","50.40","55","4.11"
"ODI","1384399",8,2,13884,"M Theekshana","64.167","66","59","81.243","7","7.52","29","3.27"
"ODI","1384399",45,1,2058,"Haris Rauf","58.833","70","64","90.527","12","6.40","40","4.63"
"ODI","1384399",45,1,2341,"Hasan Ali","100.000","112","71","147.305","56","80.36","84","5.36"
"ODI","1384399",45,1,2376,"Iftikhar Ahmed","25.833","24","22","23.825","0","0.00","11","3.44"
"ODI","1384399",45,1,2735,"Mohammad Nawaz","73.500","66","62","81.000","13","10.08","35","4.30"
"ODI","1384399",45,1,3948,"Shaheen Shah Afridi","49.000","60","66","90.054","7","5.92","33","3.98"
"ODI","1384399",45,1,9042,"Shadab Khan","65.333","57","55","64.782","10","14.00","29","3.82"
"ODI","1384400",1,2,5410,"Rashid Khan","97.273","400","57","528.482","354","490.80","364","6.83"
"ODI","1384400",1,2,5603,"Mohammad Nabi","33.545","24","32","37.104","0","0.00","11","3.44"
"ODI","1384400",1,2,7198,"Mujeeb Ur Rahman","44.273","48","64","76.428","0","0.00","18","2.56"
"ODI","1384400",1,2,8204,"Azmatullah Omarzai","28.636","24","34","34.474","0","0.00","12","3.56"
"ODI","1384400",1,2,11068,"Naveen-ul-Haq","56.000","30","31","45.048","0","0.00","16","3.70"
"ODI","1384400",1,2,13412,"Fazalhaq Farooqi","39.364","36","50","58.444","0","0.00","17","3.00"
"ODI","1384400",7,1,1469,"SN Thakur","70.182","52","31","86.148","17","28.56","37","5.19"
"ODI","1384400",7,1,2669,"Mohammed Siraj","35.909","54","76","95.652","0","0.00","23","2.94"
"ODI","1384400",7,1,3981,"JJ Bumrah","95.455","187","39","352.413","131","107.20","168","7.48"
"ODI","1384400",7,1,8075,"Kuldeep Yadav","62.091","74","40","111.662","15","16.80","49","5.41"
"ODI","1384400",7,1,12611,"HH Pandya","77.818","77","43","116.890","37","57.72","58","5.55"
"ODI","1384400",7,1,14658,"RA Jadeja","46.273","48","38","72.847","0","0.00","22","3.59"
"ODI","1384401",3,2,639,"KA Maharaj","74.545","220","30","215.756","162","218.80","200","6.82"
"ODI","1384401",3,2,7445,"M Jansen","44.091","113","54","120.135","73","84.88","95","5.52"
"ODI","1384401",3,2,9178,"T Shamsi","29.091","101","38","101.802","56","30.40","78","6.64"
"ODI","1384401",3,2,13198,"K Rabada","93.636","277","33","299.682","232","342.40","264","6.46"
"ODI","1384401",3,2,14259,"L Ngidi","84.091","248","18","277.571","201","337.68","235","5.75"
"ODI","1384401",5,1,213,"JR Hazlewood","35.455","83","60","94.332","30","31.68","59","5.73"
"ODI","1384401",5,1,1186,"A Zampa","27.576","82","70","75.391","23","31.80","42","3.88"
"ODI","1384401",5,1,3484,"MR Marsh","4.091","6","6","6.066","0","0.00","1","1.25"
"ODI","1384401",5,1,3597,"MA Starc","82.273","208","53","285.671","156","155.52","183","7.72"
"ODI","1384401",5,1,10490,"GJ Maxwell","71.667","189","34","166.056","131","183.40","161","6.34"
"ODI","1384401",5,1,12473,"MP Stoinis","12.424","12","11","12.132","0","0.00","5","3.13"
"ODI","1384401",5,1,12794,"PJ Cummins","45.152","104","71","112.920","51","56.80","69","5.71"
"ODI","1384402",4,2,600,"Mustafizur Rahman","59.545","58","36","69.233","11","18.48","36","3.96"
"ODI","1384402",4,2,7210,"Shakib Al Hasan","77.273","92","54","82.132","33","46.20","62","5.05"
"ODI","1384402",4,2,10778,"Shoriful Islam","39.545","47","43","54.396","0","0.00","30","4.12"
"ODI","1384402",4,2,11367,"Mehedi Hasan Miraz","21.364","54","58","51.519","0","0.00","17","2.39"
"ODI","1384402",4,2,13707,"Taskin Ahmed","28.636","48","56","52.911","0","0.00","20","2.97"
"ODI","1384402",9,1,2685,"LH Ferguson","98.182","167","49","159.037","110","141.76","151","6.69"
"ODI","1384402",9,1,8851,"GD Phillips","59.091","23","13","24.984","12","20.16","19","6.20"
"ODI","1384402",9,1,9640,"TA Boult","72.424","84","45","100.221","26","39.84","61","4.96"
"ODI","1384402",9,1,10720,"R Ravindra","29.697","42","37","38.490","0","0.00","22","4.11"
"ODI","1384402",9,1,13115,"MJ Santner","48.485","66","31","67.782","7","3.36","42","4.95"
"ODI","1384402",9,1,13311,"MJ Henry","90.303","110","58","132.636","52","50.60","77","5.36"
"ODI","1384402",9,1,13472,"DJ Mitchell","16.364","6","11","9.000","0","0.00","1","1.50"
"ODI","1384403",1,2,2058,"Haris Rauf","21.500","36","43","41.490","0","0.00","14","2.83"
"ODI","1384403",1,2,2341,"Hasan Ali","88.000","295","34","398.484","260","428.16","282","5.77"
"ODI","1384403",1,2,2735,"Mohammad Nawaz","31.500","51","47","54.534","0","0.00","23","3.32"
"ODI","1384403",1,2,3948,"Shaheen Shah Afridi","98.000","396","36","431.022","362","527.12","381","6.81"
"ODI","1384403",1,2,9042,"Shadab Khan","15.000","24","31","28.968","0","0.00","10","3.13"
"ODI","1384403",8,1,1469,"SN Thakur","22.500","12","12","14.484","0","0.00","6","3.75"
"ODI","1384403",8,1,2669,"Mohammed Siraj","67.000","70","50","81.876","24","35.56","44","4.24"
"ODI","1384403",8,1,3981,"JJ Bumrah","74.500","60","19","75.866","20","21.20","51","5.90"
"ODI","1384403",8,1,8075,"Kuldeep Yadav","50.500","75","35","75.924","17","21.00","53","5.30"
"ODI","1384403",8,1,12611,"HH Pandya","62.500","51","34","63.942","17","25.04","35","5.24"
"ODI","1384403",8,1,14658,"RA Jadeja","50.500","71","38","84.172","14","6.72","47","5.41"
"ODI","1384404",2,2,5410,"Rashid Khan","56.917","127","37","106.824","73","73.56","100","6.05"
"ODI","1384404",2,2,5603,"Mohammad Nabi","61.750","87","16","68.829","53","63.40","74","6.38"
"ODI","1384404",2,2,7198,"Mujeeb Ur Rahman","76.417","145","51","127.380","88","103.28","116","5.57"
"ODI","1384404",2,2,8204,"Azmatullah Omarzai","11.667","12","13","9.966","0","0.00","5","3.13"
"ODI","1384404",2,2,11068,"Naveen-ul-Haq","97.500","160","44","146.383","125","166.60","141","6.61"
"ODI","1384404",2,2,13412,"Fazalhaq Farooqi","69.917","100","50","105.654","59","99.12","81","4.92"
"ODI","1384404",7,1,2052,"AU Rashid","88.333","150","42","142.814","93","78.60","119","6.62"
"ODI","1384404",7,1,4336,"CR Woakes","15.000","24","41","25.248","0","0.00","13","3.50"
"ODI","1384404",7,1,4593,"LS Livingstone","36.250","72","33","57.354","13","17.40","43","4.48"
"ODI","1384404",7,1,8104,"MA Wood","63.333","106","50","111.648","54","50.68","79","5.90"
"ODI","1384404",7,1,8113,"RJW Topley","31.250","61","52","72.853","9","6.88","38","4.55"
"ODI","1384404",7,1,9353,"JE Root","45.000","38","19","28.044","15","21.00","30","5.92"
"ODI","1384404",7,1,13378,"SM Curran","8.333","24","46","28.818","0","0.00","9","3.00"
"ODI","1384405",3,2,4051,"CBRLS Kumara","21.818","24","47","24.168","0","0.00","8","2.31"
"ODI","1384405",3,2,6592,"DN Wellalage","67.818","71","53","70.284","16","21.20","44","4.52"
"ODI","1384405",3,2,7182,"DM de Silva","35.727","18","13","15.048","0","0.00","8","3.33"
"ODI","1384405",3,2,12770,"D Madushanka","100.000","388","38","445.930","337","554.24","368","5.78"
"ODI","1384405",3,2,13884,"M Theekshana","30.364","42","49","42.156","0","0.00","19","3.29"
"ODI","1384405",3,2,14449,"C Karunaratne","44.273","18","15","17.968","0","0.00","9","3.75"
"ODI","1384405",45,1,213,"JR Hazlewood","41.273","42","36","45.900","0","0.00","28","4.54"
"ODI","1384405",45,1,1186,"A Zampa","87.273","83","47","81.352","39","46.20","61","5.51"
"ODI","1384405",45,1,3597,"MA Starc","68.364","72","43","76.534","14","13.08","49","5.04"
"ODI","1384405",45,1,10490,"GJ Maxwell","59.818","66","36","69.962","10","11.20","39","4.57"
"ODI","1384405",45,1,12473,"MP Stoinis","26.818","12","11","12.528","0","0.00","5","3.13"
"ODI","1384405",45,1,12794,"PJ Cummins","78.727","68","32","63.378","28","39.20","50","5.36"
"ODI","1384406",5,2,341,"RE van der Merwe","56.000","83","34","71.080","31","51.60","58","5.04"
"ODI","1384406",5,2,3926,"PA van Meekeren","77.000","122","40","103.708","70","100.60","101","6.15"
"ODI","1384406",5,2,6862,"LV van Beek","94.000","226","60","175.298","176","222.92","203","6.82"
"ODI","1384406",5,2,7355,"A Dutt","8.000","30","19","29.436","0","0.00","21","4.30"
"ODI","1384406",5,2,13261,"CN Ackermann","89.000","140","16","140.560","123","206.64","135","5.79"
"ODI","1384406",5,2,14511,"BFW de Leede","49.000","83","36","77.632","37","23.40","63","5.73"
"ODI","1384406",80,1,639,"KA Maharaj","19.000","65","38","49.268","12","7.20","45","5.19"
"ODI","1384406",80,1,2822,"G Coetzee","10.500","56","57","51.404","9","12.60","33","4.47"
"ODI","1384406",80,1,7445,"M Jansen","63.000","62","27","60.680","16","23.32","50","5.27"
"ODI","1384406",80,1,13198,"K Rabada","29.500","67","56","63.096","15","23.28","43","4.52"
"ODI","1384406",80,1,14259,"L Ngidi","56.500","83","57","81.041","31","29.00","60","5.22"
"ODI","1384407",4,1,5410,"Rashid Khan","42.000","73","43","66.016","14","19.60","48","4.99"
"ODI","1384407",4,1,5603,"Mohammad Nabi","15.909","48","41","40.890","0","0.00","30","4.69"
"ODI","1384407",4,1,7198,"Mujeeb Ur Rahman","74.636","92","57","91.835","33","55.44","64","4.47"
"ODI","1384407",4,1,8204,"Azmatullah Omarzai","34.364","63","56","55.723","23","32.20","38","4.57"
"ODI","1384407",4,1,11068,"Naveen-ul-Haq","80.000","88","48","106.984","42","42.56","57","5.52"
"ODI","1384407",4,1,13412,"Fazalhaq Farooqi","20.818","42","39","45.564","0","0.00","23","3.57"
"ODI","1384407",7,2,2685,"LH Ferguson","94.545","133","19","107.659","94","79.80","123","6.94"
"ODI","1384407",7,2,8851,"GD Phillips","13.636","18","13","15.540","0","0.00","7","2.92"
"ODI","1384407",7,2,9640,"TA Boult","69.727","67","18","65.496","27","40.92","57","5.55"
"ODI","1384407",7,2,10720,"R Ravindra","26.727","46","34","34.454","17","23.80","27","4.40"
"ODI","1384407",7,2,13115,"MJ Santner","79.182","96","39","78.450","53","51.80","74","5.78"
"ODI","1384407",7,2,13311,"MJ Henry","60.727","53","16","55.968","24","40.32","45","5.09"
"ODI","1384408",1,2,600,"Mustafizur Rahman","44.500","30","29","33.942","0","0.00","17","4.10"
"ODI","1384408",1,2,3129,"Nasum Ahmed","37.167","57","60","67.032","0","0.00","30","3.58"
"ODI","1384408",1,2,7380,"Hasan Mahmud","98.333","313","65","362.968","266","445.92","287","6.85"
"ODI","1384408",1,2,10778,"Shoriful Islam","30.250","48","54","54.162","0","0.00","25","3.56"
"ODI","1384408",1,2,10978,"Mahmudullah","21.250","6","6","5.508","0","0.00","0","0.00"
"ODI","1384408",1,2,11367,"Mehedi Hasan Miraz","86.833","265","47","272.662","207","284.60","229","6.48"
"ODI","1384408",9,1,1469,"SN Thakur","44.167","61","59","70.996","8","9.60","30","3.61"
"ODI","1384408",9,1,2669,"Mohammed Siraj","65.000","76","60","97.158","18","15.64","50","4.80"
"ODI","1384408",9,1,3981,"JJ Bumrah","90.833","117","41","159.392","59","54.88","96","6.82"
"ODI","1384408",9,1,8075,"Kuldeep Yadav","54.167","68","47","76.176","9","15.12","33","3.73"
"ODI","1384408",9,1,10722,"V Kohli","39.167","3","2","3.885","0","0.00","1","2.00"
"ODI","1384408",9,1,12611,"HH Pandya","20.833","3","8","3.885","0","0.00","1","2.00"
"ODI","1384408",9,1,14658,"RA Jadeja","75.000","88","38","89.938","30","42.00","64","5.54"
"ODI","1384409",3,1,2058,"Haris Rauf","89.636","274","83","364.263","229","255.20","244","7.98"
"ODI","1384409",3,1,2341,"Hasan Ali","26.273","48","57","62.898","0","0.00","26","3.88"
"ODI","1384409",3,1,2376,"Iftikhar Ahmed","37.545","48","37","57.337","0","0.00","30","4.50"
"ODI","1384409",3,1,2735,"Mohammad Nawaz","15.455","42","43","41.502","0","0.00","20","3.57"
"ODI","1384409",3,1,3948,"Shaheen Shah Afridi","99.091","380","54","491.068","325","370.76","359","7.56"
"ODI","1384409",3,1,6235,"Usama Mir","77.455","177","82","224.169","124","166.80","142","6.03"
"ODI","1384409",8,2,213,"JR Hazlewood","60.545","65","37","82.406","6","2.88","45","5.01"
"ODI","1384409",8,2,1186,"A Zampa","76.364","97","53","113.688","41","49.16","62","5.09"
"ODI","1384409",8,2,3597,"MA Starc","32.182","53","65","68.976","6","2.88","27","3.76"
"ODI","1384409",8,2,10490,"GJ Maxwell","12.273","30","40","32.922","0","0.00","10","2.50"
"ODI","1384409",8,2,12473,"MP Stoinis","55.182","48","40","52.996","20","28.00","28","4.38"
"ODI","1384409",8,2,12794,"PJ Cummins","48.000","59","62","74.266","16","14.04","36","4.68"
"ODI","1384410",45,2,341,"RE van der Merwe","35.364","54","42","46.928","0","0.00","25","3.47"
"ODI","1384410",45,2,3926,"PA van Meekeren","67.364","57","39","53.373","10","14.00","38","4.79"
"ODI","1384410",45,2,6862,"LV van Beek","41.182","60","57","60.732","0","0.00","36","4.53"
"ODI","1384410",45,2,7355,"A Dutt","94.545","102","44","94.960","45","72.80","80","5.15"
"ODI","1384410",45,2,13261,"CN Ackermann","59.727","62","39","63.814","13","10.08","37","5.13"
"ODI","1384410",45,2,14511,"BFW de Leede","20.455","18","29","17.054","0","0.00","7","2.92"
"ODI","1384410",80,1,5000,"MADI Hemantha","25.909","48","42","37.896","0","0.00","23","3.59"
"ODI","1384410",80,1,7182,"DM de Silva","49.818","24","13","23.158","0","0.00","16","5.00"
"ODI","1384410",80,1,7346,"CAK Rajitha","92.273","86","50","96.820","36","46.08","64","5.20"
"ODI","1384410",80,1,12770,"D Madushanka","87.364","101","49","116.557","47","42.40","76","5.88"
"ODI","1384410",80,1,13884,"M Theekshana","57.000","68","44","58.904","9","10.60","36","4.04"
"ODI","1384410",80,1,14449,"C Karunaratne","30.818","54","58","56.898","0","0.00","25","3.44"
"ODI","1384411",2,2,639,"KA Maharaj","16.500","15","27","17.115","4","2.40","7","3.50"
"ODI","1384411",2,2,2822,"G Coetzee","91.000","187","35","244.998","166","249.00","176","7.04"
"ODI","1384411",2,2,7445,"M Jansen","51.000","64","35","94.099","36","60.48","53","5.02"
"ODI","1384411",2,2,13198,"K Rabada","65.000","92","38","130.515","57","92.88","80","5.48"
"ODI","1384411",2,2,14259,"L Ngidi","83.000","98","26","143.779","70","107.72","91","5.85"
"ODI","1384411",5,1,2052,"AU Rashid","53.500","88","61","106.630","30","41.60","48","4.11"
"ODI","1384411",5,1,6428,"AAP Atkinson","53.500","86","60","135.574","34","33.60","59","5.69"
"ODI","1384411",5,1,7265,"DJ Willey","26.500","54","61","81.744","0","0.00","27","3.25"
"ODI","1384411",5,1,8104,"MA Wood","13.000","42","76","56.792","0","0.00","9","1.75"
"ODI","1384411",5,1,8113,"RJW Topley","97.000","361","88","502.839","311","456.64","331","6.32"
"ODI","1384411",5,1,9353,"JE Root","17.500","37","48","45.035","0","0.00","6","1.22"
"ODI","1384412",1,2,2685,"LH Ferguson","97.000","408","63","389.261","362","601.44","382","7.02"
"ODI","1384412",1,2,8851,"GD Phillips","9.000","12","12","12.360","0","0.00","3","1.88"
"ODI","1384412",1,2,9640,"TA Boult","57.000","170","60","144.997","111","155.00","143","6.25"
"ODI","1384412",1,2,10720,"R Ravindra","19.500","54","46","49.439","0","0.00","28","4.06"
"ODI","1384412",1,2,13115,"MJ Santner","74.000","184","37","151.174","125","173.00","156","6.35"
"ODI","1384412",1,2,13311,"MJ Henry","91.000","313","55","411.461","260","285.44","290","8.10"
"ODI","1384412",4,1,2669,"Mohammed Siraj","54.500","92","45","99.168","33","55.44","66","4.50"
"ODI","1384412",4,1,3981,"JJ Bumrah","34.000","70","45","80.750","11","10.08","44","4.74"
"ODI","1384412",4,1,8064,"Mohammed Shami","74.000","128","54","145.599","73","72.36","100","6.35"
"ODI","1384412",4,1,8075,"Kuldeep Yadav","41.500","100","73","96.355","42","48.20","65","5.24"
"ODI","1384412",4,1,14658,"RA Jadeja","13.000","60","48","51.480","0","0.00","28","3.50"
"ODI","1384413",7,2,2058,"Haris Rauf","36.182","48","53","49.414","0","0.00","19","2.75"
"ODI","1384413",7,2,2341,"Hasan Ali","77.364","73","44","71.604","14","19.60","55","5.40"
"ODI","1384413",7,2,2376,"Iftikhar Ahmed","44.273","30","27","25.446","0","0.00","15","3.75"
"ODI","1384413",7,2,3948,"Shaheen Shah Afridi","84.545","83","58","83.787","24","33.60","50","4.36"
"ODI","1384413",7,2,6235,"Usama Mir","32.182","48","55","50.278","0","0.00","19","3.09"
"ODI","1384413",7,2,9042,"Shadab Khan","27.273","48","49","44.184","0","0.00","22","3.59"
"ODI","1384413",8,1,5410,"Rashid Khan","44.000","60","41","54.594","0","0.00","30","4.00"
"ODI","1384413",8,1,5603,"Mohammad Nabi","65.636","66","31","59.784","7","9.40","43","4.68"
"ODI","1384413",8,1,7198,"Mujeeb Ur Rahman","23.636","48","55","47.856","0","0.00","20","2.81"
"ODI","1384413",8,1,8204,"Azmatullah Omarzai","58.000","42","50","50.484","13","21.84","21","3.68"
"ODI","1384413",8,1,11068,"Naveen-ul-Haq","77.818","60","52","79.662","20","15.04","40","5.40"
"ODI","1384413",8,1,13745,"Noor Ahmad","94.545","91","49","85.705","34","42.84","58","5.08"
"ODI","1384414",5,1,600,"Mustafizur Rahman","9.091","54","76","73.974","0","0.00","15","1.89"
"ODI","1384414",5,1,3129,"Nasum Ahmed","22.576","30","27","32.778","0","0.00","11","2.75"
"ODI","1384414",5,1,7210,"Shakib Al Hasan","67.576","104","69","111.183","51","71.00","74","5.35"
"ODI","1384414",5,1,7380,"Hasan Mahmud","100.000","187","67","326.910","153","169.44","163","7.80"
"ODI","1384414",5,1,10778,"Shoriful Islam","28.182","60","76","80.406","7","11.76","25","2.73"
"ODI","1384414",5,1,10978,"Mahmudullah","16.061","18","20","20.361","0","0.00","7","2.92"
"ODI","1384414",5,1,11367,"Mehedi Hasan Miraz","61.061","76","44","104.442","23","38.16","51","4.22"
"ODI","1384414",9,2,639,"KA Maharaj","33.182","74","32","79.206","15","14.20","50","5.07"
"ODI","1384414",9,2,2822,"G Coetzee","79.545","119","62","160.890","62","74.04","95","6.32"
"ODI","1384414",9,2,7445,"M Jansen","57.273","67","39","99.612","21","35.28","53","4.95"
"ODI","1384414",9,2,9280,"LB Williams","91.818","151","56","219.438","101","138.72","132","5.72"
"ODI","1384414",9,2,13198,"K Rabada","45.909","78","42","97.110","20","31.44","54","5.33"
"ODI","1384415",3,1,341,"RE van der Merwe","13.182","30","41","35.885","0","0.00","11","2.80"
"ODI","1384415",3,1,2414,"Vikramjit Singh","22.424","24","27","32.425","0","0.00","13","4.06"
"ODI","1384415",3,1,3926,"PA van Meekeren","32.727","60","64","85.881","0","0.00","29","3.53"
"ODI","1384415",3,1,6862,"LV van Beek","100.000","480","74","768.188","424","524.52","451","7.42"
"ODI","1384415",3,1,7355,"A Dutt","79.394","165","59","178.395","124","166.80","140","6.31"
"ODI","1384415",3,1,13261,"CN Ackermann","27.576","24","19","32.124","0","0.00","10","2.94"
"ODI","1384415",3,1,14511,"BFW de Leede","59.697","86","115","120.559","28","37.60","46","4.10"
"ODI","1384415",80,2,213,"JR Hazlewood","56.364","44","27","66.136","9","15.12","33","4.60"
"ODI","1384415",80,2,1186,"A Zampa","83.636","66","8","80.142","52","36.40","58","6.59"
"ODI","1384415",80,2,3484,"MR Marsh","65.909","37","19","51.880","15","20.20","28","5.68"
"ODI","1384415",80,2,3597,"MA Starc","47.727","32","22","49.742","9","15.12","27","5.06"
"ODI","1384415",80,2,12794,"PJ Cummins","40.909","32","14","42.500","9","13.20","24","5.44"
"ODI","1384416",2,1,4051,"CBRLS Kumara","100.000","265","35","321.242","226","334.92","248","7.02"
"ODI","1384416",2,1,7182,"DM de Silva","26.364","6","10","6.162","0","0.00","2","2.50"
"ODI","1384416",2,1,7346,"CAK Rajitha","83.273","137","36","164.780","97","126.32","120","6.50"
"ODI","1384416",2,1,7881,"AD Mathews","77.455","109","14","122.347","81","107.40","96","6.41"
"ODI","1384416",2,1,12770,"D Madushanka","41.727","30","37","38.406","0","0.00","18","3.90"
"ODI","1384416",2,1,13884,"M Theekshana","61.636","61","21","78.372","12","7.20","47","5.48"
"ODI","1384416",45,2,2052,"AU Rashid","29.091","28","39","35.914","0","0.00","9","2.25"
"ODI","1384416",45,2,4336,"CR Woakes","57.818","36","30","49.576","0","0.00","21","3.67"
"ODI","1384416",45,2,4593,"LS Livingstone","43.455","18","17","21.570","0","0.00","8","3.33"
"ODI","1384416",45,2,7265,"DJ Willey","80.909","63","30","92.736","35","58.80","51","4.86"
"ODI","1384416",45,2,8104,"MA Wood","51.545","24","23","30.816","0","0.00","12","3.75"
"ODI","1384416",45,2,10779,"MM Ali","33.091","18","21","20.028","0","0.00","5","2.08"
"ODI","1384417",5,2,2058,"Haris Rauf","47.091","83","62","83.439","25","18.28","52","4.84"
"ODI","1384417",5,2,2376,"Iftikhar Ahmed","14.091","18","23","17.878","0","0.00","9","3.25"
"ODI","1384417",5,2,2735,"Mohammad Nawaz","20.818","38","40","37.110","0","0.00","15","2.76"
"ODI","1384417",5,2,3948,"Shaheen Shah Afridi","99.091","321","45","288.041","264","387.56","298","6.38"
"ODI","1384417",5,2,6235,"Usama Mir","87.818","120","45","109.993","74","88.60","97","6.79"
"ODI","1384417",5,2,9080,"Mohammad Wasim","75.182","96","50","86.775","38","53.04","73","5.66"
"ODI","1384417",8,1,639,"KA Maharaj","18.636","54","56","45.180","0","0.00","30","4.17"
"ODI","1384417",8,1,2822,"G Coetzee","57.000","60","42","58.440","20","21.20","38","4.85"
"ODI","1384417",8,1,6023,"AK Markram","25.818","24","20","23.448","0","0.00","12","3.25"
"ODI","1384417",8,1,7445,"M Jansen","76.818","75","43","84.292","24","36.16","61","5.48"
"ODI","1384417",8,1,9178,"T Shamsi","68.273","99","60","83.708","43","47.56","67","5.42"
"ODI","1384417",8,1,14259,"L Ngidi","34.818","47","45","49.669","2","0.96","27","4.18"
"ODI","1384418",3,1,2685,"LH Ferguson","12.500","18","38","24.642","0","0.00","6","2.08"
"ODI","1384418",3,1,8367,"JDS Neesham","95.833","161","32","222.006","150","161.92","153","8.55"
"ODI","1384418",3,1,8851,"GD Phillips","92.500","401","37","461.057","344","474.40","371","6.94"
"ODI","1384418",3,1,9640,"TA Boult","70.417","133","77","221.958","76","49.28","98","6.26"
"ODI","1384418",3,1,10720,"R Ravindra","22.917","48","56","55.692","0","0.00","18","2.84"
"ODI","1384418",3,1,13115,"MJ Santner","64.583","115","80","152.203","57","71.80","78","5.11"
"ODI","1384418",3,1,13311,"MJ Henry","44.167","65","67","109.485","28","14.72","48","6.07"
"ODI","1384418",4,2,213,"JR Hazlewood","79.583","97","70","140.047","45","75.60","67","4.28"
"ODI","1384418",4,2,1186,"A Zampa","64.750","118","74","137.265","61","64.12","80","5.44"
"ODI","1384418",4,2,3484,"MR Marsh","12.917","12","18","13.117","0","0.00","3","1.88"
"ODI","1384418",4,2,3597,"MA Starc","21.500","54","89","87.933","0","0.00","21","2.83"
"ODI","1384418",4,2,10490,"GJ Maxwell","43.000","80","62","101.520","21","25.00","42","3.83"
"ODI","1384418",4,2,12794,"PJ Cummins","47.833","79","66","113.220","21","17.12","45","4.80"
"ODI","1384419",9,2,3926,"PA van Meekeren","100.000","182","23","135.439","142","176.52","168","6.99"
"ODI","1384419",9,2,6719,"Shariz Ahmad","5.000","12","13","7.140","0","0.00","5","3.13"
"ODI","1384419",9,2,6862,"LV van Beek","50.273","62","30","51.751","9","15.12","47","5.10"
"ODI","1384419",9,2,7355,"A Dutt","78.818","77","26","59.838","18","30.24","65","5.53"
"ODI","1384419",9,2,13261,"CN Ackermann","32.636","56","25","41.436","15","7.20","43","6.29"
"ODI","1384419",9,2,14511,"BFW de Leede","85.091","77","25","50.943","37","39.40","65","6.33"
"ODI","1384419",80,1,600,"Mustafizur Rahman","75.455","77","36","59.412","19","25.28","53","5.51"
"ODI","1384419",80,1,7210,"Shakib Al Hasan","43.000","68","37","50.460","9","15.12","43","4.72"
"ODI","1384419",80,1,9026,"Mahedi Hasan","29.455","56","40","49.656","16","11.84","37","5.52"
"ODI","1384419",80,1,10778,"Shoriful Islam","55.545","76","51","65.624","18","19.44","54","5.11"
"ODI","1384419",80,1,11367,"Mehedi Hasan Miraz","6.364","24","17","18.258","0","0.00","10","3.00"
"ODI","1384419",80,1,13707,"Taskin Ahmed","48.364","67","43","49.064","15","21.08","45","4.50"
"ODI","1384420",1,1,2052,"AU Rashid","89.000","503","35","401.358","445","531.12","478","7.68"
"ODI","1384420",1,1,4336,"CR Woakes","73.000","259","33","209.704","207","341.52","241","6.32"
"ODI","1384420",1,1,4593,"LS Livingstone","10.000","24","29","14.280","0","0.00","13","4.06"
"ODI","1384420",1,1,7265,"DJ Willey","99.000","576","45","481.082","519","739.72","555","6.86"
"ODI","1384420",1,1,8104,"MA Wood","36.000","86","46","70.648","33","15.84","64","6.38"
"ODI","1384420",1,1,10779,"MM Ali","16.000","48","37","32.322","0","0.00","19","2.97"
"ODI","1384420",2,2,2669,"Mohammed Siraj","15.500","36","33","29.616","0","0.00","22","4.25"
"ODI","1384420",2,2,3981,"JJ Bumrah","48.000","86","32","68.530","48","67.68","76","5.60"
"ODI","1384420",2,2,8064,"Mohammed Shami","76.000","242","22","178.414","204","292.80","233","6.42"
"ODI","1384420",2,2,8075,"Kuldeep Yadav","65.000","215","24","149.977","169","224.20","195","6.80"
