match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,0.1,Kenya,Botswana,D Njoroge,Q Abel,T Shadrack,0,0,,,,,,,,,
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,0.2,Kenya,Botswana,D Njoroge,Q Abel,T Shadrack,1,0,,,,,,,,,
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,0.3,Kenya,Botswana,Q Abel,D Njoroge,T Shadrack,0,0,,,,,,,,,
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,0.4,Kenya,Botswana,Q Abel,D Njoroge,T Shadrack,0,0,,,,,,,,,
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,0.5,Kenya,Botswana,Q Abel,D Njoroge,T Shadrack,0,0,,,,,,,,,
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,0.6,Kenya,Botswana,Q Abel,D Njoroge,T Shadrack,0,0,,,,,,,,,
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,1.1,Kenya,Botswana,D Njoroge,Q Abel,A Mokgotlhe,1,0,,,,,,,,,
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,1.2,Kenya,Botswana,Q Abel,D Njoroge,A Mokgotlhe,0,1,1,,,,,,,,
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,1.3,Kenya,Botswana,Q Abel,D Njoroge,A Mokgotlhe,2,0,,,,,,,,,
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,1.4,Kenya,Botswana,Q Abel,D Njoroge,A Mokgotlhe,0,0,,,,,,,,,
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,1.5,Kenya,Botswana,Q Abel,D Njoroge,A Mokgotlhe,0,1,1,,,,,,,,
1394917,2023,2023-09-02,"Botswana Cricket Association Oval 1, Gaborone",1,1.6,Kenya,Botswana,Q Abel,D Njoroge,A Mokgotlhe,1,0,,,,,,,,,
