match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,0.1,Cook Islands,Vanuatu,M Kaukura,K Mataora,S Solman,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,0.2,Cook Islands,Vanuatu,M Kaukura,K Mataora,S Solman,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,0.3,Cook Islands,Vanuatu,M Kaukura,K Mataora,S Solman,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,0.4,Cook Islands,Vanuatu,M Kaukura,K Mataora,S Solman,1,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,0.5,Cook Islands,Vanuatu,K Mataora,M Kaukura,S Solman,0,1,1,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,0.6,Cook Islands,Vanuatu,K Mataora,M Kaukura,S Solman,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,0.7,Cook Islands,Vanuatu,K Mataora,M Kaukura,S Solman,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,1.1,Cook Islands,Vanuatu,M Kaukura,K Mataora,V Vira,0,0,,,,,,lbw,M Kaukura,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,1.2,Cook Islands,Vanuatu,P Maruariki,K Mataora,V Vira,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,1.3,Cook Islands,Vanuatu,P Maruariki,K Mataora,V Vira,0,0,,,,,,bowled,P Maruariki,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,1.4,Cook Islands,Vanuatu,J George,K Mataora,V Vira,0,1,1,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,1.5,Cook Islands,Vanuatu,J George,K Mataora,V Vira,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,1.6,Cook Islands,Vanuatu,J George,K Mataora,V Vira,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,1.7,Cook Islands,Vanuatu,J George,K Mataora,V Vira,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,2.1,Cook Islands,Vanuatu,K Mataora,J George,R Ova,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,2.2,Cook Islands,Vanuatu,K Mataora,J George,R Ova,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,2.3,Cook Islands,Vanuatu,K Mataora,J George,R Ova,1,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,2.4,Cook Islands,Vanuatu,J George,K Mataora,R Ova,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,2.5,Cook Islands,Vanuatu,J George,K Mataora,R Ova,0,3,3,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,2.6,Cook Islands,Vanuatu,J George,K Mataora,R Ova,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,2.7,Cook Islands,Vanuatu,J George,K Mataora,R Ova,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,3.1,Cook Islands,Vanuatu,K Mataora,J George,V Vira,1,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,3.2,Cook Islands,Vanuatu,J George,K Mataora,V Vira,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,3.3,Cook Islands,Vanuatu,J George,K Mataora,V Vira,4,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,3.4,Cook Islands,Vanuatu,J George,K Mataora,V Vira,1,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,3.5,Cook Islands,Vanuatu,K Mataora,J George,V Vira,1,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,3.6,Cook Islands,Vanuatu,J George,K Mataora,V Vira,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,4.1,Cook Islands,Vanuatu,K Mataora,J George,R Andrew,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,4.2,Cook Islands,Vanuatu,K Mataora,J George,R Andrew,0,0,,,,,,,,,
1394800,2023,2023-09-04,Vanuatu Cricket Ground (Oval 2),1,4.3,Cook Islands,Vanuatu,K Mataora,J George,R Andrew,0,0,,,,,,bowled,K Mataora,,
