match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,0.1,Bhutan,Malaysia,N Choden,Y Choden,Ainna Hamizah Hashim,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,0.2,Bhutan,Malaysia,N Choden,Y Choden,Ainna Hamizah Hashim,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,0.3,Bhutan,Malaysia,N Choden,Y Choden,Ainna Hamizah Hashim,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,0.4,Bhutan,Malaysia,N Choden,Y Choden,Ainna Hamizah Hashim,0,0,,,,,,run out,Y Choden,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,0.5,Bhutan,Malaysia,N Choden,D Wangmo,Ainna Hamizah Hashim,1,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,0.6,Bhutan,Malaysia,D Wangmo,N Choden,Ainna Hamizah Hashim,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,1.1,Bhutan,Malaysia,N Choden,D Wangmo,Mahirah Izzati Ismail,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,1.2,Bhutan,Malaysia,N Choden,D Wangmo,Mahirah Izzati Ismail,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,1.3,Bhutan,Malaysia,N Choden,D Wangmo,Mahirah Izzati Ismail,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,1.4,Bhutan,Malaysia,N Choden,D Wangmo,Mahirah Izzati Ismail,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,1.5,Bhutan,Malaysia,N Choden,D Wangmo,Mahirah Izzati Ismail,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,1.6,Bhutan,Malaysia,N Choden,D Wangmo,Mahirah Izzati Ismail,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,2.1,Bhutan,Malaysia,D Wangmo,N Choden,Ainna Hamizah Hashim,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,2.2,Bhutan,Malaysia,D Wangmo,N Choden,Ainna Hamizah Hashim,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,2.3,Bhutan,Malaysia,D Wangmo,N Choden,Ainna Hamizah Hashim,1,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,2.4,Bhutan,Malaysia,N Choden,D Wangmo,Ainna Hamizah Hashim,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,2.5,Bhutan,Malaysia,N Choden,D Wangmo,Ainna Hamizah Hashim,4,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,2.6,Bhutan,Malaysia,N Choden,D Wangmo,Ainna Hamizah Hashim,1,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,3.1,Bhutan,Malaysia,N Choden,D Wangmo,Mahirah Izzati Ismail,0,2,2,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,3.2,Bhutan,Malaysia,D Wangmo,N Choden,Mahirah Izzati Ismail,0,1,1,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,3.3,Bhutan,Malaysia,D Wangmo,N Choden,Mahirah Izzati Ismail,0,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,3.4,Bhutan,Malaysia,D Wangmo,N Choden,Mahirah Izzati Ismail,0,1,,,1,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,3.5,Bhutan,Malaysia,N Choden,D Wangmo,Mahirah Izzati Ismail,1,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,3.6,Bhutan,Malaysia,D Wangmo,N Choden,Mahirah Izzati Ismail,1,0,,,,,,,,,
1394768,2023,2023-09-04,"Selangor Turf Club, Kuala Lumpur",1,3.7,Bhutan,Malaysia,N Choden,D Wangmo,Mahirah Izzati Ismail,0,0,,,,,,,,,
