match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,0.1,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,KR Mayers,0,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,0.2,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,KR Mayers,0,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,0.3,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,KR Mayers,1,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,0.4,St Kitts and Nevis Patriots,Barbados Royals,WCF Smeed,ADS Fletcher,KR Mayers,0,5,5,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,0.5,St Kitts and Nevis Patriots,Barbados Royals,WCF Smeed,ADS Fletcher,KR Mayers,0,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,0.6,St Kitts and Nevis Patriots,Barbados Royals,WCF Smeed,ADS Fletcher,KR Mayers,0,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,0.7,St Kitts and Nevis Patriots,Barbados Royals,WCF Smeed,ADS Fletcher,KR Mayers,4,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,1.1,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,RE van der Merwe,4,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,1.2,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,RE van der Merwe,0,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,1.3,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,RE van der Merwe,0,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,1.4,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,RE van der Merwe,0,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,1.5,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,RE van der Merwe,1,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,1.6,St Kitts and Nevis Patriots,Barbados Royals,WCF Smeed,ADS Fletcher,RE van der Merwe,0,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,2.1,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,KR Mayers,4,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,2.2,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,KR Mayers,0,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,2.3,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,KR Mayers,0,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,2.4,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,KR Mayers,1,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,2.5,St Kitts and Nevis Patriots,Barbados Royals,WCF Smeed,ADS Fletcher,KR Mayers,4,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,2.6,St Kitts and Nevis Patriots,Barbados Royals,WCF Smeed,ADS Fletcher,KR Mayers,4,0,,,,,,,,,
1369575,2023,2023-09-03,"Kensington Oval, Bridgetown, Barbados",1,3.1,St Kitts and Nevis Patriots,Barbados Royals,ADS Fletcher,WCF Smeed,RE van der Merwe,0,0,,,,,,,,,
